id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
397564,2025-04-03,21,Centro,Moda,3670,9,1968.54,5,16831.02,Online,30284
397565,2026-05-28,38,Centro,Hogar,2533,10,1506.6,10,13559.4,Tarjeta,33366
397566,2024-04-08,17,Norte,Deportes,2548,1,944.79,10,850.31,Online,84458
397567,2025-05-23,7,Sur,Deportes,2769,6,720.61,15,3675.11,Online,27468
397568,2026-03-19,21,Norte,Moda,3284,6,1000.63,10,5403.4,Online,56264
397569,2025-10-26,40,Sur,Electronica,2534,8,595.46,15,4049.13,Tarjeta,64425
397570,2025-10-21,45,Norte,Hogar,3284,1,693.1,15,589.14,Tarjeta,72910
397571,2024-09-07,11,Norte,Hogar,1191,1,352.43,10,317.19,Efectivo,77962
397572,2024-02-04,31,Sur,Deportes,545,2,605.24,10,1089.43,Tarjeta,76625
397573,2025-12-30,11,Centro,Electronica,2031,9,1163.82,10,9426.94,Efectivo,81331
397574,2024-01-12,9,Centro,Juguetes,3124,4,689.91,15,2345.69,Tarjeta,48513
397575,2026-01-17,1,Sur,Deportes,1866,3,663.69,0,1991.07,Tarjeta,14343
397576,2024-09-06,23,Sur,Moda,2271,3,1878.9,5,5354.87,Online,51157
397577,2026-06-16,19,Norte,Moda,3405,6,890.91,5,5078.19,Online,36734
397578,2026-10-30,7,Norte,Electronica,4563,9,741.87,15,5675.31,Efectivo,17149
397579,2026-11-14,32,Sur,Juguetes,2343,8,996.04,10,7171.49,Efectivo,66433
397580,2025-09-27,16,Norte,Moda,1444,9,395.6,5,3382.38,Online,61717
397581,2024-04-10,1,Sur,Juguetes,1665,5,1970.14,10,8865.63,Efectivo,97571
397582,2025-06-03,30,Centro,Hogar,2595,9,491.65,5,4203.61,Online,89833
397583,2024-02-21,13,Sur,Juguetes,4876,5,983.01,10,4423.54,Online,57476
397584,2024-01-13,11,Norte,Deportes,2341,6,517.51,5,2949.81,Tarjeta,9456
397585,2026-04-25,42,Norte,Deportes,2123,2,1509.1,15,2565.47,Tarjeta,66747
397586,2025-12-24,39,Norte,Hogar,1100,8,959.71,5,7293.8,Efectivo,5891
