id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
340974,2025-12-06,26,Norte,Juguetes,638,4,1762.77,0,7051.08,Tarjeta,60503
340975,2024-11-01,39,Norte,Juguetes,1037,4,1770.05,15,6018.17,Efectivo,49750
340976,2026-03-10,39,Norte,Juguetes,3348,4,22.57,0,90.28,Efectivo,16575
340977,2024-04-21,7,Sur,Juguetes,1051,1,90.95,10,81.86,Online,98029
340978,2025-07-09,44,Centro,Moda,1941,9,1627.03,10,13178.94,Tarjeta,32349
340979,2025-06-06,29,Norte,Deportes,2958,3,606.49,15,1546.55,Efectivo,16545
340980,2026-09-06,48,Sur,Moda,2593,4,198.18,5,753.08,Tarjeta,12202
340981,2025-03-06,21,Centro,Electronica,1988,9,1430.4,5,12229.92,Online,84153
340982,2024-11-07,10,Norte,Juguetes,1612,6,127.51,15,650.3,Tarjeta,82217
340983,2025-02-10,21,Centro,Juguetes,1681,3,85.18,15,217.21,Tarjeta,78982
340984,2026-09-03,48,Centro,Electronica,3678,2,473.44,10,852.19,Tarjeta,52245
340985,2026-02-10,7,Sur,Electronica,908,1,790.44,5,750.92,Efectivo,90281
340986,2025-11-06,6,Norte,Hogar,1117,1,1612.41,10,1451.17,Efectivo,14029
340987,2026-04-01,47,Sur,Hogar,3695,7,1229.96,15,7318.26,Efectivo,58976
340988,2024-03-10,12,Sur,Moda,1660,9,630.21,5,5388.3,Tarjeta,95885
340989,2026-11-28,34,Norte,Electronica,4264,6,1791.75,0,10750.5,Tarjeta,84591
340990,2026-08-18,33,Centro,Moda,4207,6,288.86,0,1733.16,Efectivo,24095
340991,2025-06-23,47,Norte,Hogar,619,8,1399.53,0,11196.24,Online,50054
340992,2025-10-10,49,Sur,Hogar,3680,5,15.45,15,65.66,Online,47415
340993,2025-07-26,6,Norte,Electronica,1604,8,424.34,10,3055.25,Efectivo,11876
340994,2026-04-27,38,Centro,Moda,1362,7,922.15,0,6455.05,Tarjeta,2286
340995,2024-07-01,4,Sur,Juguetes,361,4,393.12,15,1336.61,Efectivo,45140
340996,2024-03-15,12,Sur,Hogar,227,3,1825.66,15,4655.43,Online,66599
340997,2026-09-18,18,Sur,Electronica,1817,10,973.79,15,8277.22,Online,50055
340998,2024-11-05,36,Centro,Moda,4318,7,1608.02,10,10130.53,Tarjeta,55309
340999,2024-03-29,36,Norte,Juguetes,735,10,255.17,0,2551.7,Tarjeta,25526
341000,2025-11-15,40,Sur,Hogar,2308,10,98.05,10,882.45,Online,9903
341001,2025-08-01,47,Centro,Moda,1530,7,1492.72,15,8881.68,Tarjeta,12152
341002,2026-10-22,39,Centro,Deportes,2715,4,1597.09,15,5430.11,Efectivo,68791
341003,2024-04-27,27,Norte,Deportes,3884,9,570.41,0,5133.69,Tarjeta,65014
341004,2026-02-26,35,Centro,Deportes,140,3,389.71,10,1052.22,Online,89536
341005,2024-11-17,14,Sur,Moda,3093,8,567.88,0,4543.04,Online,20496
341006,2026-11-04,28,Centro,Deportes,4091,2,979.2,5,1860.48,Tarjeta,57895
341007,2025-09-14,27,Centro,Moda,4132,1,908.95,5,863.5,Online,77362
341008,2024-05-04,41,Centro,Moda,4472,4,1819.27,10,6549.37,Tarjeta,55461
341009,2024-04-25,18,Centro,Juguetes,4341,4,1456.09,15,4950.71,Efectivo,75296
341010,2024-06-26,22,Norte,Juguetes,2316,2,1929.41,15,3280.0,Efectivo,926
341011,2026-09-25,12,Centro,Moda,789,6,892.35,10,4818.69,Tarjeta,9148
341012,2025-07-07,18,Norte,Deportes,4056,9,695.42,15,5319.96,Tarjeta,48184
341013,2024-09-19,26,Sur,Moda,3078,2,1184.9,10,2132.82,Tarjeta,21072
341014,2024-09-04,8,Centro,Juguetes,358,6,1776.46,15,9059.95,Tarjeta,10750
341015,2024-06-17,11,Centro,Juguetes,262,1,1093.68,5,1039.0,Tarjeta,33130
341016,2026-08-19,20,Norte,Moda,1113,9,355.5,5,3039.52,Efectivo,14425
341017,2024-10-01,30,Norte,Moda,4851,7,643.43,15,3828.41,Tarjeta,34919
341018,2024-10-23,44,Sur,Electronica,4324,7,1444.6,0,10112.2,Online,55820
341019,2024-08-01,48,Norte,Hogar,2167,2,403.18,10,725.72,Efectivo,78672
341020,2024-12-08,12,Sur,Juguetes,726,10,1264.98,0,12649.8,Efectivo,6871
341021,2026-10-28,15,Sur,Hogar,479,4,1915.69,10,6896.48,Efectivo,78267
341022,2026-02-07,8,Centro,Hogar,4434,7,1571.08,10,9897.8,Online,68940
341023,2026-07-30,37,Centro,Hogar,1362,1,1972.01,5,1873.41,Online,32967
341024,2026-08-26,10,Norte,Moda,2319,10,1912.34,0,19123.4,Efectivo,73741
341025,2024-10-17,14,Norte,Electronica,2186,4,184.49,10,664.16,Efectivo,91329
341026,2025-02-24,17,Sur,Deportes,602,8,1990.09,5,15124.68,Online,51721
341027,2026-05-25,32,Centro,Moda,4279,4,1120.05,0,4480.2,Efectivo,75169
341028,2024-11-14,36,Sur,Moda,3550,6,382.46,0,2294.76,Online,26556
341029,2024-07-11,18,Centro,Electronica,4841,1,1030.94,0,1030.94,Efectivo,49633
341030,2026-05-24,47,Sur,Electronica,3119,1,420.05,0,420.05,Efectivo,39092
341031,2024-09-08,50,Norte,Electronica,255,10,1732.52,10,15592.68,Efectivo,15645
341032,2026-10-14,38,Centro,Juguetes,982,4,1442.84,0,5771.36,Online,722
341033,2025-10-28,21,Norte,Hogar,873,6,1933.99,5,11023.74,Online,81776
341034,2025-05-17,30,Centro,Electronica,4598,9,810.07,5,6926.1,Efectivo,24426
341035,2026-05-03,1,Norte,Moda,3330,10,270.19,10,2431.71,Tarjeta,95483
341036,2026-01-12,8,Norte,Electronica,1366,4,1713.25,15,5825.05,Online,73578
341037,2026-01-22,21,Sur,Juguetes,261,3,1984.91,15,5061.52,Tarjeta,83505
341038,2026-06-23,21,Centro,Juguetes,3585,4,1713.0,0,6852.0,Efectivo,43003
341039,2024-09-08,18,Sur,Deportes,2619,5,28.74,15,122.14,Tarjeta,32156
341040,2024-03-13,8,Sur,Juguetes,2834,7,328.24,15,1953.03,Online,72899
341041,2026-11-29,45,Sur,Hogar,2955,1,1441.72,10,1297.55,Tarjeta,26097
341042,2026-06-03,2,Centro,Deportes,17,4,1045.74,10,3764.66,Online,28610
341043,2024-06-25,24,Norte,Deportes,1778,7,669.39,10,4217.16,Online,35079
341044,2024-02-19,14,Centro,Electronica,3391,9,1016.32,0,9146.88,Tarjeta,56045
341045,2026-06-07,1,Sur,Moda,4911,8,549.39,5,4175.36,Online,13182
341046,2025-08-29,24,Sur,Deportes,3347,7,1864.49,0,13051.43,Online,37620
341047,2024-07-15,7,Sur,Juguetes,4682,6,1722.58,15,8785.16,Online,47984
341048,2025-06-22,10,Norte,Hogar,243,10,407.49,5,3871.16,Efectivo,70806
341049,2025-06-29,50,Centro,Deportes,4401,10,207.4,10,1866.6,Efectivo,47004
341050,2025-08-09,14,Sur,Electronica,2609,8,1463.15,5,11119.94,Tarjeta,87458
341051,2025-11-13,12,Norte,Deportes,3126,9,1455.94,5,12448.29,Tarjeta,1866
341052,2025-10-28,46,Sur,Moda,1126,7,1969.95,5,13100.17,Tarjeta,25346
341053,2024-10-14,45,Centro,Deportes,672,2,743.88,10,1338.98,Online,32099
341054,2025-10-30,17,Centro,Electronica,1892,9,180.54,5,1543.62,Online,77764
341055,2025-04-30,18,Sur,Hogar,1535,6,807.54,10,4360.72,Online,48157
341056,2024-12-29,29,Sur,Moda,4078,7,1116.8,10,7035.84,Online,27092
341057,2024-05-22,15,Norte,Hogar,3566,6,1101.64,15,5618.36,Online,72155
341058,2024-03-16,23,Norte,Hogar,4415,4,1482.45,15,5040.33,Efectivo,9574
341059,2025-10-28,40,Centro,Electronica,3101,3,794.07,5,2263.1,Efectivo,1848
341060,2026-07-15,44,Norte,Hogar,4750,5,785.4,0,3927.0,Efectivo,98304
341061,2026-12-02,7,Centro,Moda,1997,10,107.34,15,912.39,Online,75532
341062,2024-05-27,5,Norte,Moda,4679,4,1944.33,0,7777.32,Efectivo,37457
341063,2026-09-19,39,Norte,Electronica,602,10,1506.13,5,14308.24,Efectivo,89269
341064,2024-11-18,15,Centro,Moda,43,6,800.44,5,4562.51,Efectivo,68852
341065,2024-09-23,43,Sur,Electronica,223,7,1498.16,10,9438.41,Tarjeta,97633
341066,2024-11-30,11,Norte,Electronica,4061,9,1011.02,15,7734.3,Tarjeta,91984
341067,2025-02-23,49,Sur,Deportes,3288,3,1425.73,5,4063.33,Efectivo,93502
341068,2025-09-08,31,Sur,Moda,1118,6,292.15,0,1752.9,Efectivo,51946
341069,2024-03-27,26,Centro,Deportes,2246,4,7.75,10,27.9,Efectivo,6237
341070,2026-10-19,8,Norte,Hogar,4018,1,257.87,10,232.08,Efectivo,95701
341071,2024-03-30,41,Sur,Deportes,4882,10,1260.07,15,10710.6,Online,44482
341072,2026-04-09,50,Centro,Hogar,2423,6,417.47,10,2254.34,Online,44459
341073,2024-06-19,47,Centro,Juguetes,1228,9,1500.16,15,11476.22,Tarjeta,23239
341074,2026-01-14,48,Sur,Moda,3829,7,548.95,10,3458.39,Efectivo,16004
341075,2026-07-15,20,Norte,Juguetes,3269,10,742.34,15,6309.89,Online,92243
341076,2025-08-31,27,Sur,Electronica,2485,9,674.29,10,5461.75,Efectivo,82856
341077,2026-12-19,30,Sur,Hogar,2325,8,942.01,0,7536.08,Efectivo,1732
341078,2025-10-26,37,Sur,Moda,3483,5,461.85,15,1962.86,Tarjeta,37933
341079,2024-02-23,17,Norte,Moda,1090,5,951.06,5,4517.53,Online,8192
341080,2024-08-07,33,Centro,Moda,2404,8,1196.97,15,8139.4,Tarjeta,73597
341081,2025-11-14,29,Sur,Deportes,4011,8,1250.64,0,10005.12,Tarjeta,68993
341082,2024-06-10,26,Norte,Hogar,2801,3,134.57,15,343.15,Online,1176
341083,2026-09-08,22,Sur,Electronica,3192,6,1935.59,5,11032.86,Online,35616
341084,2026-11-10,17,Centro,Juguetes,2631,6,41.4,15,211.14,Tarjeta,96299
341085,2024-07-09,3,Centro,Moda,3860,3,1146.58,0,3439.74,Efectivo,15553
341086,2024-11-11,18,Norte,Juguetes,3226,7,1934.67,5,12865.56,Efectivo,74339
341087,2026-08-03,6,Norte,Moda,650,5,811.43,15,3448.58,Efectivo,44166
341088,2026-12-11,28,Centro,Moda,2048,7,1048.99,0,7342.93,Online,40067
341089,2026-01-03,4,Centro,Deportes,3622,2,1037.21,10,1866.98,Online,79111
341090,2025-05-31,19,Centro,Hogar,547,4,687.94,10,2476.58,Online,84087
341091,2024-02-25,24,Centro,Electronica,2916,8,567.52,15,3859.14,Tarjeta,8249
341092,2026-01-07,28,Sur,Juguetes,1477,6,1857.49,15,9473.2,Online,56320
341093,2026-12-23,26,Norte,Juguetes,831,7,1567.48,5,10423.74,Online,12177
341094,2024-01-26,15,Norte,Electronica,2286,2,1543.34,0,3086.68,Online,61153
341095,2025-01-30,50,Sur,Hogar,3376,3,1439.85,0,4319.55,Tarjeta,64468
341096,2025-10-11,46,Sur,Electronica,4316,6,809.78,5,4615.75,Online,68435
341097,2026-01-26,17,Sur,Hogar,4368,8,1036.99,5,7881.12,Tarjeta,77396
