id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
454125,2026-04-22,21,Centro,Juguetes,2987,7,500.27,10,3151.7,Efectivo,90584
454126,2026-01-03,1,Sur,Juguetes,4127,8,279.95,15,1903.66,Tarjeta,42259
454127,2026-07-05,21,Norte,Moda,4734,2,820.73,15,1395.24,Tarjeta,36046
454128,2026-06-22,46,Sur,Hogar,3650,7,1998.87,0,13992.09,Efectivo,86465
454129,2025-01-25,39,Norte,Moda,3172,9,972.28,15,7437.94,Tarjeta,13826
454130,2026-10-17,19,Sur,Deportes,2642,8,688.8,10,4959.36,Efectivo,44931
454131,2025-06-10,31,Centro,Moda,352,4,313.05,10,1126.98,Online,92169
454132,2026-02-16,43,Centro,Deportes,3460,8,1677.43,10,12077.5,Online,68942
454133,2026-01-23,1,Norte,Moda,672,3,1345.51,5,3834.7,Efectivo,80009
454134,2024-04-07,33,Norte,Deportes,181,5,1879.2,15,7986.6,Efectivo,22447
454135,2024-01-13,5,Sur,Deportes,2582,3,1332.41,0,3997.23,Efectivo,13472
454136,2024-03-13,1,Sur,Electronica,2696,6,72.39,10,390.91,Online,10886
454137,2024-10-28,48,Centro,Juguetes,4277,6,1520.25,5,8665.42,Online,19670
454138,2024-01-20,11,Norte,Moda,3418,6,1752.75,0,10516.5,Efectivo,71859
454139,2024-03-12,11,Centro,Electronica,2074,10,849.32,0,8493.2,Efectivo,13022
454140,2024-09-04,45,Norte,Deportes,4417,7,1840.39,0,12882.73,Tarjeta,35256
454141,2026-09-07,48,Norte,Juguetes,4377,1,618.25,15,525.51,Efectivo,37865
454142,2026-03-08,1,Centro,Juguetes,3722,1,1776.58,0,1776.58,Online,69984
454143,2025-11-22,20,Norte,Deportes,2709,6,558.79,15,2849.83,Online,68893
454144,2025-03-29,36,Sur,Moda,4726,4,1316.49,10,4739.36,Efectivo,48504
454145,2024-10-06,50,Centro,Electronica,400,7,506.89,10,3193.41,Efectivo,57293
454146,2025-08-03,5,Centro,Hogar,1045,9,1841.44,10,14915.66,Tarjeta,48198
454147,2025-08-09,26,Norte,Electronica,215,7,1364.3,5,9072.59,Efectivo,44860
454148,2024-05-25,5,Centro,Juguetes,1658,1,1100.17,15,935.14,Online,39194
454149,2026-01-15,34,Sur,Juguetes,4868,1,871.01,0,871.01,Tarjeta,9025
454150,2024-04-27,48,Centro,Moda,2728,5,308.67,15,1311.85,Efectivo,51011
454151,2026-02-09,14,Norte,Hogar,1953,8,1459.27,5,11090.45,Efectivo,77627
454152,2024-11-18,15,Norte,Electronica,2426,10,826.11,10,7434.99,Efectivo,87235
454153,2024-06-27,42,Sur,Juguetes,833,2,210.65,15,358.1,Tarjeta,58763
454154,2024-02-06,10,Sur,Hogar,605,7,724.83,10,4566.43,Efectivo,33805
454155,2025-07-17,30,Norte,Juguetes,1220,10,215.33,10,1937.97,Online,69908
454156,2024-07-06,21,Sur,Juguetes,1155,1,1907.15,10,1716.44,Online,80339
454157,2025-02-14,1,Centro,Moda,380,8,1274.22,0,10193.76,Tarjeta,46190
454158,2025-02-14,21,Centro,Electronica,2760,8,741.27,5,5633.65,Efectivo,10833
454159,2026-05-10,29,Norte,Hogar,3903,1,752.47,15,639.6,Efectivo,92304
454160,2026-12-04,8,Norte,Moda,4674,9,53.12,5,454.18,Tarjeta,28624
454161,2026-05-10,20,Norte,Moda,1593,8,376.83,5,2863.91,Efectivo,99742
454162,2026-07-19,27,Sur,Electronica,1832,6,1744.51,15,8897.0,Tarjeta,33289
454163,2026-12-10,4,Centro,Juguetes,1053,9,1616.72,5,13822.96,Tarjeta,820
454164,2024-12-25,4,Centro,Electronica,4728,8,1227.28,10,8836.42,Tarjeta,55924
454165,2026-02-17,16,Centro,Deportes,3432,3,1278.64,10,3452.33,Online,28528
454166,2024-03-25,47,Centro,Juguetes,1927,9,242.57,5,2073.97,Online,87769
454167,2026-09-21,9,Sur,Electronica,3070,6,1795.92,15,9159.19,Online,46366
454168,2026-06-11,5,Norte,Electronica,2472,4,1850.99,5,7033.76,Tarjeta,99865
454169,2024-09-02,24,Centro,Hogar,1095,9,255.92,15,1957.79,Efectivo,23378
454170,2026-02-26,6,Centro,Moda,2473,10,1594.08,5,15143.76,Tarjeta,33209
454171,2025-02-07,29,Norte,Deportes,3248,5,1530.45,0,7652.25,Efectivo,69436
454172,2024-02-16,21,Centro,Hogar,3487,9,1333.94,0,12005.46,Online,66890
454173,2025-01-11,40,Centro,Moda,921,8,334.74,0,2677.92,Online,65627
454174,2025-01-11,9,Centro,Deportes,2767,6,1064.87,5,6069.76,Tarjeta,55289
454175,2025-04-04,31,Sur,Juguetes,2864,5,1954.29,15,8305.73,Tarjeta,7630
454176,2025-11-03,22,Norte,Juguetes,779,6,723.94,5,4126.46,Tarjeta,89116
454177,2024-11-18,6,Norte,Hogar,4857,4,640.19,0,2560.76,Efectivo,1926
454178,2025-06-15,32,Centro,Electronica,1290,1,1955.16,10,1759.64,Efectivo,59135
454179,2024-01-07,38,Norte,Juguetes,3052,1,459.01,15,390.16,Efectivo,57322
454180,2026-04-10,28,Norte,Deportes,2911,8,264.16,0,2113.28,Online,61502
454181,2026-11-11,8,Sur,Juguetes,897,1,905.56,10,815.0,Tarjeta,1043
454182,2025-10-22,13,Sur,Juguetes,3837,2,401.98,10,723.56,Tarjeta,9117
454183,2025-08-11,46,Centro,Deportes,1976,4,299.78,5,1139.16,Online,56489
454184,2025-10-20,28,Centro,Deportes,3565,1,298.45,10,268.6,Online,846
454185,2024-08-01,3,Norte,Electronica,4559,8,628.33,0,5026.64,Online,30078
454186,2024-04-26,19,Norte,Moda,684,10,1431.9,15,12171.15,Online,84229
454187,2026-11-29,31,Norte,Deportes,4469,4,722.26,10,2600.14,Tarjeta,22415
454188,2026-03-05,33,Centro,Hogar,2854,9,1358.72,15,10394.21,Efectivo,65964
454189,2026-09-18,44,Sur,Deportes,1203,6,1988.77,15,10142.73,Online,18856
454190,2024-12-13,17,Sur,Electronica,3079,1,282.7,10,254.43,Tarjeta,36293
454191,2026-01-14,29,Sur,Hogar,492,8,1652.99,5,12562.72,Online,78181
454192,2024-01-05,45,Norte,Hogar,1737,5,1035.46,5,4918.43,Online,67319
454193,2024-11-30,39,Centro,Deportes,612,2,1407.26,5,2673.79,Online,13076
454194,2025-06-02,4,Centro,Juguetes,2377,1,889.92,0,889.92,Tarjeta,37758
454195,2024-09-15,15,Sur,Deportes,3762,2,812.41,15,1381.1,Online,30133
454196,2026-09-10,22,Norte,Juguetes,1315,10,256.29,5,2434.76,Online,33842
454197,2024-04-19,1,Centro,Hogar,2959,6,512.29,10,2766.37,Tarjeta,9420
454198,2024-02-28,23,Sur,Moda,3361,6,499.05,0,2994.3,Tarjeta,73015
454199,2026-03-31,19,Sur,Moda,4005,2,1097.08,5,2084.45,Tarjeta,63796
454200,2025-07-28,41,Norte,Electronica,1369,6,155.8,10,841.32,Tarjeta,86112
454201,2024-06-10,36,Centro,Deportes,1024,10,578.43,0,5784.3,Tarjeta,60368
454202,2025-09-23,49,Norte,Juguetes,1333,2,1795.51,5,3411.47,Efectivo,38943
454203,2025-10-23,18,Sur,Deportes,2589,6,849.1,0,5094.6,Tarjeta,90568
454204,2025-02-26,47,Norte,Juguetes,4769,7,723.33,15,4303.81,Online,86571
454205,2025-10-03,22,Norte,Hogar,492,10,317.93,15,2702.4,Efectivo,81381
454206,2025-04-02,7,Centro,Electronica,601,2,346.31,10,623.36,Online,66093
454207,2026-10-15,36,Sur,Hogar,1427,10,1301.04,15,11058.84,Online,2392
454208,2026-08-08,1,Centro,Hogar,1450,9,627.52,15,4800.53,Efectivo,56881
454209,2024-01-27,9,Centro,Moda,1584,5,30.22,10,135.99,Tarjeta,40955
454210,2024-07-15,48,Centro,Moda,3037,1,1948.31,15,1656.06,Efectivo,84379
454211,2025-12-22,31,Norte,Moda,4692,4,1171.27,0,4685.08,Efectivo,34644
454212,2025-05-12,24,Centro,Deportes,4,1,723.77,5,687.58,Efectivo,54339
454213,2025-05-13,6,Sur,Deportes,4960,1,65.51,0,65.51,Online,6039
454214,2025-01-17,37,Centro,Juguetes,857,8,681.86,15,4636.65,Online,19207
454215,2026-11-06,47,Centro,Juguetes,4572,1,1715.73,15,1458.37,Efectivo,15957
454216,2025-11-21,21,Sur,Moda,944,5,1044.97,0,5224.85,Online,40059
454217,2026-12-30,3,Centro,Hogar,275,5,540.22,10,2430.99,Online,84757
454218,2025-07-25,46,Sur,Electronica,1576,7,194.56,10,1225.73,Efectivo,44731
454219,2024-08-22,8,Norte,Hogar,1060,6,985.64,5,5618.15,Online,99771
454220,2024-12-19,4,Norte,Electronica,2300,2,5.78,10,10.4,Efectivo,66713
