id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
227823,2025-10-11,32,Sur,Electronica,1116,2,1428.56,0,2857.12,Tarjeta,55785
227824,2024-01-18,24,Sur,Hogar,1975,7,33.79,15,201.05,Efectivo,38588
227825,2025-07-15,26,Centro,Juguetes,3862,3,1751.69,15,4466.81,Online,94335
227826,2026-04-03,41,Norte,Juguetes,4581,8,996.78,0,7974.24,Online,71475
227827,2024-02-05,15,Sur,Electronica,697,2,14.93,15,25.38,Efectivo,78034
227828,2024-06-13,4,Norte,Juguetes,1779,7,149.73,10,943.3,Efectivo,52440
227829,2026-12-18,30,Sur,Moda,2067,2,1392.92,10,2507.26,Efectivo,11566
227830,2024-11-01,21,Sur,Moda,122,6,116.53,5,664.22,Tarjeta,35646
227831,2024-06-23,39,Centro,Electronica,2959,8,43.01,15,292.47,Online,44183
227832,2024-05-04,22,Sur,Juguetes,3802,2,1776.85,15,3020.64,Tarjeta,98226
227833,2026-02-15,23,Sur,Electronica,627,9,1066.32,10,8637.19,Efectivo,70728
227834,2025-05-16,6,Norte,Juguetes,778,8,1264.29,5,9608.6,Online,9178
227835,2024-01-28,13,Sur,Electronica,1800,3,855.43,0,2566.29,Online,88941
227836,2025-10-02,30,Sur,Deportes,2008,8,1435.32,10,10334.3,Efectivo,94565
227837,2026-08-24,37,Sur,Moda,137,4,987.23,5,3751.47,Online,97276
227838,2025-07-21,27,Centro,Electronica,1244,5,1285.44,0,6427.2,Efectivo,81296
227839,2026-07-09,1,Sur,Deportes,4632,2,1939.4,5,3684.86,Tarjeta,23459
227840,2024-04-13,18,Norte,Electronica,1050,9,253.31,0,2279.79,Tarjeta,83081
227841,2024-03-12,16,Sur,Electronica,4310,7,1864.99,5,12402.18,Efectivo,30108
227842,2026-02-12,24,Norte,Hogar,1128,1,980.8,15,833.68,Online,16348
227843,2026-05-14,11,Centro,Hogar,166,10,1129.51,5,10730.34,Tarjeta,86284
227844,2024-09-13,47,Norte,Deportes,4935,10,1632.37,10,14691.33,Online,63297
227845,2025-07-23,11,Centro,Juguetes,1358,6,1890.72,5,10777.1,Efectivo,8553
227846,2025-11-14,10,Sur,Deportes,1631,1,123.61,5,117.43,Efectivo,15079
227847,2024-02-13,47,Norte,Juguetes,3713,4,997.68,5,3791.18,Online,69105
227848,2024-04-02,27,Sur,Deportes,4592,3,1946.63,0,5839.89,Tarjeta,26252
227849,2025-12-24,37,Norte,Electronica,4455,3,406.9,5,1159.66,Efectivo,13189
227850,2024-02-24,13,Centro,Electronica,1903,4,1162.1,15,3951.14,Tarjeta,12114
227851,2025-10-30,6,Sur,Electronica,4532,6,1387.36,10,7491.74,Online,55949
227852,2024-03-07,5,Centro,Juguetes,4338,4,443.23,0,1772.92,Online,21439
227853,2026-01-31,46,Norte,Deportes,2310,1,1288.1,10,1159.29,Efectivo,11548
227854,2025-06-23,31,Centro,Electronica,630,5,705.24,5,3349.89,Online,95675
227855,2025-08-28,34,Norte,Electronica,3115,6,1633.49,15,8330.8,Tarjeta,95295
