id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
1,2026-05-10,43,Sur,Deportes,1905,10,1106.34,0,11063.4,Online,49508
2,2026-11-10,13,Sur,Juguetes,4704,5,1357.44,5,6447.84,Tarjeta,62973
3,2024-05-01,50,Sur,Juguetes,2403,1,91.78,15,78.01,Tarjeta,56962
4,2025-04-11,23,Centro,Deportes,3251,1,1714.65,5,1628.92,Tarjeta,50852
5,2024-11-26,17,Sur,Deportes,549,7,1973.15,10,12430.84,Tarjeta,14265
6,2024-03-28,3,Centro,Moda,3472,6,1113.31,0,6679.86,Tarjeta,75459
7,2026-05-21,30,Centro,Deportes,1529,7,1693.03,15,10073.53,Tarjeta,23794
8,2024-05-10,27,Sur,Moda,839,3,1795.37,15,4578.19,Online,30799
9,2026-02-08,50,Sur,Deportes,563,7,1287.43,10,8110.81,Tarjeta,81548
10,2024-12-09,7,Centro,Moda,2320,2,285.77,10,514.39,Tarjeta,555
11,2026-03-16,3,Centro,Hogar,4802,9,1081.63,0,9734.67,Efectivo,65862
12,2025-01-20,32,Sur,Juguetes,334,6,1429.59,15,7290.91,Online,747
13,2026-08-13,3,Norte,Electronica,415,3,996.43,15,2540.9,Online,40841
14,2024-10-03,31,Centro,Deportes,997,4,356.19,15,1211.05,Tarjeta,38769
15,2025-04-04,48,Centro,Deportes,860,10,1596.31,0,15963.1,Tarjeta,27443
16,2024-01-22,19,Centro,Hogar,38,9,1697.63,0,15278.67,Online,50483
17,2024-09-09,4,Centro,Moda,3593,8,1369.6,0,10956.8,Efectivo,10135
18,2026-01-17,18,Sur,Deportes,2214,9,1062.14,15,8125.37,Efectivo,3268
19,2026-05-06,34,Centro,Juguetes,2235,5,984.86,10,4431.87,Online,98395
20,2025-04-19,2,Norte,Electronica,459,9,369.7,15,2828.2,Tarjeta,24523
21,2026-12-18,31,Sur,Electronica,3594,4,1232.79,15,4191.49,Tarjeta,30082
22,2025-05-25,8,Sur,Juguetes,1367,3,1147.26,0,3441.78,Efectivo,50439
23,2025-11-30,50,Norte,Electronica,1643,7,238.93,10,1505.26,Online,31387
24,2026-09-02,20,Centro,Deportes,2802,9,565.4,10,4579.74,Tarjeta,95551
25,2024-07-08,18,Centro,Hogar,4505,2,1179.48,0,2358.96,Online,9211
26,2026-08-15,8,Sur,Deportes,4562,8,1478.45,5,11236.22,Efectivo,62449
27,2025-11-17,44,Centro,Electronica,4140,5,1217.47,5,5782.98,Online,57683
28,2026-08-15,19,Centro,Deportes,4110,5,161.92,10,728.64,Online,83725
29,2025-07-16,38,Centro,Juguetes,2127,5,1706.08,0,8530.4,Tarjeta,72452
30,2026-04-11,17,Norte,Electronica,3086,2,733.04,10,1319.47,Online,21648
31,2025-10-08,1,Norte,Moda,2538,3,1939.91,15,4946.77,Tarjeta,78528
32,2024-01-21,47,Centro,Juguetes,1756,8,765.13,5,5814.99,Online,39697
33,2026-04-20,39,Norte,Hogar,3380,3,1915.79,15,4885.26,Efectivo,82326
34,2024-06-15,24,Centro,Hogar,213,8,1250.93,10,9006.7,Efectivo,59934
35,2025-01-22,23,Centro,Electronica,1433,10,1264.72,5,12014.84,Efectivo,62505
36,2025-08-23,8,Centro,Moda,1893,9,1124.5,0,10120.5,Tarjeta,9337
37,2024-11-11,48,Sur,Moda,3652,7,1217.96,5,8099.43,Online,73020
38,2024-01-14,47,Sur,Juguetes,3072,10,853.03,15,7250.75,Online,48644
39,2024-08-29,15,Centro,Hogar,2052,10,1815.44,5,17246.68,Efectivo,49367
40,2026-02-15,8,Sur,Electronica,4862,5,1667.72,15,7087.81,Tarjeta,4295
41,2025-07-18,47,Sur,Juguetes,2691,1,1334.52,0,1334.52,Online,66650
42,2026-06-16,5,Norte,Electronica,2207,6,176.58,0,1059.48,Efectivo,76415
43,2024-04-01,44,Sur,Hogar,3263,10,1118.64,15,9508.44,Online,73841
44,2026-08-13,34,Sur,Deportes,1729,6,241.69,0,1450.14,Tarjeta,83937
45,2025-05-23,6,Norte,Hogar,2729,4,1262.44,15,4292.3,Online,40149
46,2026-02-14,19,Sur,Hogar,3602,6,1404.12,5,8003.48,Tarjeta,83001
47,2024-02-04,25,Sur,Juguetes,893,8,439.59,15,2989.21,Tarjeta,38390
48,2024-07-24,20,Norte,Electronica,1735,8,1041.2,15,7080.16,Online,77024
49,2026-10-22,22,Norte,Hogar,2100,10,577.67,15,4910.2,Tarjeta,90263
50,2026-10-18,40,Centro,Juguetes,3017,6,1360.29,5,7753.65,Efectivo,16171
51,2025-07-19,7,Norte,Juguetes,3465,3,33.43,10,90.26,Efectivo,67595
52,2025-12-03,50,Centro,Electronica,4616,10,1070.86,5,10173.17,Online,96466
53,2025-02-05,45,Norte,Moda,2011,5,209.47,0,1047.35,Online,82393
54,2025-12-30,20,Norte,Juguetes,4336,1,263.78,10,237.4,Tarjeta,47871
55,2024-06-10,36,Centro,Moda,2113,6,1782.77,10,9626.96,Online,25350
56,2024-07-20,15,Sur,Moda,378,3,1602.73,15,4086.96,Efectivo,58980
57,2026-09-22,33,Centro,Hogar,489,1,501.12,10,451.01,Online,73155
58,2024-09-26,39,Centro,Moda,4531,6,259.48,5,1479.04,Online,23332
59,2026-03-26,23,Sur,Moda,3807,1,469.31,15,398.91,Tarjeta,97349
