id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
114639,2024-01-01,32,Centro,Deportes,245,8,1028.91,15,6996.59,Online,3927
114640,2024-04-16,1,Centro,Deportes,4566,4,1315.48,10,4735.73,Online,89805
114641,2025-06-28,33,Centro,Hogar,1994,8,1981.8,15,13476.24,Online,71195
114642,2024-07-09,10,Norte,Hogar,3207,5,1588.29,15,6750.23,Tarjeta,956
114643,2024-05-21,3,Centro,Electronica,121,7,972.31,5,6465.86,Online,58454
114644,2025-04-14,20,Sur,Juguetes,455,8,1484.77,0,11878.16,Efectivo,17846
114645,2025-11-02,27,Centro,Moda,473,6,1231.55,10,6650.37,Online,26900
114646,2026-10-31,29,Sur,Juguetes,1449,7,1525.31,10,9609.45,Tarjeta,59093
114647,2026-06-04,24,Norte,Electronica,4069,1,249.16,0,249.16,Efectivo,28827
114648,2025-04-30,15,Norte,Moda,1117,1,1657.41,10,1491.67,Online,33785
114649,2026-06-01,33,Sur,Electronica,3260,8,1348.08,10,9706.18,Tarjeta,15712
114650,2024-04-25,4,Sur,Hogar,2570,10,394.95,5,3752.02,Tarjeta,96625
114651,2025-07-30,27,Sur,Deportes,2373,9,1338.01,0,12042.09,Efectivo,9019
114652,2026-01-12,45,Sur,Hogar,65,2,390.06,5,741.11,Tarjeta,92219
114653,2025-08-28,3,Norte,Hogar,1096,1,1921.28,15,1633.09,Tarjeta,53650
114654,2026-07-18,25,Centro,Juguetes,883,9,669.86,5,5727.3,Online,19158
114655,2025-08-29,18,Centro,Deportes,1084,10,368.08,10,3312.72,Efectivo,81860
114656,2025-02-26,40,Sur,Hogar,1333,6,1391.97,0,8351.82,Efectivo,44296
114657,2025-09-09,39,Centro,Moda,1882,7,693.28,0,4852.96,Online,42065
114658,2025-05-06,34,Norte,Deportes,4410,8,1720.42,0,13763.36,Online,59460
114659,2025-09-22,47,Norte,Moda,3104,8,305.88,5,2324.69,Efectivo,52290
114660,2024-04-21,34,Norte,Electronica,2550,1,471.77,5,448.18,Efectivo,37952
114661,2024-02-04,43,Norte,Hogar,1050,6,1820.71,15,9285.62,Tarjeta,33832
114662,2025-10-26,45,Norte,Juguetes,3422,6,1640.28,5,9349.6,Efectivo,86350
114663,2024-11-04,36,Norte,Deportes,4954,2,1745.11,0,3490.22,Tarjeta,8605
114664,2026-11-18,30,Norte,Deportes,4796,8,162.74,0,1301.92,Efectivo,67048
114665,2025-11-23,29,Centro,Moda,2567,8,108.4,0,867.2,Online,70069
114666,2025-01-07,32,Centro,Juguetes,3287,6,594.97,10,3212.84,Tarjeta,31936
114667,2024-10-03,31,Centro,Moda,307,10,951.44,10,8562.96,Online,66871
114668,2024-03-21,7,Centro,Juguetes,3481,4,1909.87,5,7257.51,Online,85677
114669,2024-09-08,39,Sur,Hogar,2895,6,1656.33,10,8944.18,Online,16135
114670,2025-06-05,8,Norte,Juguetes,4043,3,892.66,10,2410.18,Tarjeta,63183
114671,2024-11-25,47,Norte,Electronica,2795,9,758.94,15,5805.89,Tarjeta,89229
114672,2026-02-07,33,Centro,Juguetes,2153,4,124.84,15,424.46,Online,43247
114673,2026-11-01,25,Centro,Hogar,3015,2,1219.92,0,2439.84,Efectivo,31230
114674,2026-09-01,35,Sur,Moda,3460,7,770.7,0,5394.9,Tarjeta,39505
114675,2025-02-02,7,Centro,Deportes,2450,4,1924.53,5,7313.21,Efectivo,64954
114676,2024-12-18,34,Norte,Electronica,1739,5,285.18,0,1425.9,Tarjeta,93767
114677,2026-04-17,20,Norte,Moda,3156,10,1698.61,15,14438.18,Tarjeta,80952
114678,2024-01-30,23,Centro,Hogar,4750,3,1377.1,5,3924.73,Online,32495
114679,2024-04-15,14,Sur,Moda,638,3,317.28,0,951.84,Online,61939
114680,2024-09-29,15,Centro,Electronica,4930,5,397.96,0,1989.8,Efectivo,83880
114681,2024-08-12,13,Centro,Electronica,2608,6,370.22,0,2221.32,Tarjeta,61845
114682,2025-03-08,2,Sur,Juguetes,1236,10,1979.07,5,18801.16,Online,35828
114683,2025-10-29,24,Norte,Juguetes,1197,2,66.7,10,120.06,Efectivo,25388
114684,2025-12-21,20,Sur,Moda,3625,6,1838.03,15,9373.95,Online,57757
114685,2024-01-14,48,Centro,Juguetes,1159,10,931.58,5,8850.01,Tarjeta,10149
114686,2025-08-23,20,Sur,Electronica,4656,4,148.12,0,592.48,Efectivo,76248
114687,2024-07-16,37,Centro,Deportes,3467,6,167.1,15,852.21,Online,23168
114688,2025-05-17,32,Centro,Deportes,2953,5,1062.84,10,4782.78,Online,6315
114689,2024-11-19,28,Sur,Deportes,3886,6,362.79,10,1959.07,Efectivo,17988
114690,2025-09-22,29,Centro,Deportes,1269,5,1978.54,0,9892.7,Tarjeta,15303
114691,2024-11-11,29,Norte,Juguetes,2777,3,1504.52,5,4287.88,Tarjeta,76498
114692,2024-11-19,20,Norte,Juguetes,3716,3,1393.61,10,3762.75,Online,34591
114693,2026-01-12,50,Centro,Moda,1558,1,810.8,5,770.26,Efectivo,34814
