id_venta,fecha,tienda_id,region,categoria,producto_id,cantidad,precio_unitario,descuento_pct,monto,metodo_pago,cliente_id
171237,2026-12-09,24,Sur,Electronica,762,5,1464.65,15,6224.76,Tarjeta,34923
171238,2024-06-11,5,Sur,Juguetes,4857,5,64.97,0,324.85,Tarjeta,48663
171239,2026-06-15,28,Norte,Electronica,3348,7,1106.55,5,7358.56,Online,63715
171240,2024-11-07,36,Centro,Hogar,2443,9,1951.06,10,15803.59,Online,51985
171241,2026-10-16,7,Centro,Moda,1202,5,506.56,10,2279.52,Efectivo,47155
171242,2025-12-07,24,Sur,Moda,3426,1,738.4,10,664.56,Tarjeta,49332
171243,2024-09-11,30,Sur,Electronica,65,6,162.94,5,928.76,Online,208
171244,2025-07-13,25,Norte,Deportes,4674,6,624.43,0,3746.58,Online,66214
171245,2024-01-09,7,Centro,Juguetes,3353,8,1864.9,5,14173.24,Efectivo,4462
171246,2024-09-28,21,Sur,Deportes,4993,3,771.94,0,2315.82,Online,24230
171247,2026-05-20,2,Norte,Deportes,4241,10,393.36,15,3343.56,Efectivo,93283
171248,2025-11-16,1,Sur,Moda,2563,1,1773.35,10,1596.02,Efectivo,13434
171249,2026-05-02,40,Centro,Electronica,3984,4,231.61,10,833.8,Efectivo,8727
171250,2025-03-04,23,Centro,Moda,4290,4,1794.48,0,7177.92,Efectivo,44535
171251,2026-08-08,18,Norte,Moda,666,7,86.61,10,545.64,Online,71913
171252,2025-04-03,31,Norte,Moda,2219,1,1946.31,0,1946.31,Online,66152
171253,2024-10-15,24,Norte,Juguetes,2505,5,1862.66,15,7916.3,Tarjeta,55732
171254,2024-11-06,21,Norte,Moda,384,6,200.23,0,1201.38,Online,27128
171255,2026-01-09,50,Norte,Deportes,4154,3,1025.82,10,2769.71,Efectivo,49425
171256,2026-11-03,21,Sur,Hogar,4103,5,1932.01,10,8694.04,Tarjeta,24285
171257,2026-01-21,45,Norte,Juguetes,2000,9,294.4,5,2517.12,Efectivo,85342
171258,2025-03-27,4,Sur,Electronica,1567,5,1788.53,0,8942.65,Tarjeta,97280
171259,2025-04-21,28,Sur,Hogar,2897,1,561.46,15,477.24,Tarjeta,98458
171260,2025-04-26,44,Norte,Deportes,2648,1,1267.0,0,1267.0,Tarjeta,14592
171261,2024-03-14,5,Norte,Deportes,3490,4,1096.22,15,3727.15,Online,98716
171262,2025-02-09,33,Norte,Hogar,2951,7,1024.09,0,7168.63,Tarjeta,62937
171263,2025-12-01,33,Centro,Hogar,2356,4,1129.67,10,4066.81,Efectivo,68968
171264,2024-10-20,50,Norte,Moda,1049,2,1219.58,10,2195.24,Online,97047
171265,2024-06-12,6,Norte,Electronica,1857,4,1465.65,10,5276.34,Tarjeta,74768
171266,2026-11-02,21,Norte,Juguetes,4729,5,1426.5,15,6062.62,Online,67020
171267,2024-05-12,26,Sur,Hogar,627,4,1617.36,15,5499.02,Efectivo,2353
171268,2026-03-09,44,Sur,Hogar,3039,4,831.85,10,2994.66,Online,42333
171269,2025-12-06,38,Centro,Electronica,2856,1,1245.01,15,1058.26,Online,88697
171270,2025-03-31,35,Centro,Hogar,3813,2,319.23,10,574.61,Online,89876
171271,2026-07-07,15,Norte,Electronica,1138,10,163.07,5,1549.16,Efectivo,93771
171272,2025-02-21,8,Centro,Juguetes,4490,1,1682.06,5,1597.96,Online,33685
171273,2026-09-30,48,Sur,Deportes,2803,9,1316.15,10,10660.82,Online,75717
171274,2024-03-24,10,Sur,Electronica,4256,10,515.68,0,5156.8,Tarjeta,97280
171275,2024-11-28,17,Centro,Moda,175,1,679.52,15,577.59,Tarjeta,32949
171276,2026-10-18,25,Sur,Hogar,4202,2,1666.23,5,3165.84,Efectivo,49478
171277,2026-01-05,48,Centro,Juguetes,4353,2,1038.41,10,1869.14,Tarjeta,1948
171278,2025-09-27,17,Sur,Deportes,3586,1,1513.74,10,1362.37,Efectivo,40220
171279,2025-09-29,5,Norte,Deportes,2503,4,421.24,0,1684.96,Efectivo,69995
171280,2024-12-13,31,Sur,Juguetes,3715,5,495.16,5,2352.01,Online,8451
171281,2026-06-01,41,Sur,Juguetes,419,5,236.08,0,1180.4,Tarjeta,75155
171282,2024-12-24,46,Norte,Deportes,2420,8,810.87,10,5838.26,Tarjeta,4990
171283,2024-08-21,47,Norte,Electronica,835,3,588.99,0,1766.97,Online,21971
171284,2024-01-12,39,Sur,Moda,4446,7,1927.32,10,12142.12,Tarjeta,37675
171285,2026-08-02,37,Sur,Hogar,3158,9,559.01,0,5031.09,Online,6276
171286,2025-02-21,10,Centro,Electronica,619,10,1830.49,0,18304.9,Tarjeta,66550
171287,2026-04-07,27,Sur,Juguetes,3334,8,702.05,10,5054.76,Online,79410
171288,2026-01-10,46,Sur,Moda,3606,9,212.72,5,1818.76,Online,29571
171289,2026-10-14,12,Norte,Hogar,3202,6,138.78,10,749.41,Tarjeta,39280
